"Species","SpecCode","Suporder","Order","Family","Maximum_body_length","Body_elongation","Vertical_eye_position","Relative_eye_size","Oral_gape_position","Relative_maxillary_length"
"Hyphessobrycon_micropterus",46291,"Teleostei","Characiformes","Characidae",3,2.827543231,0.510406605,0.481140673,0.56994859,0.240158975
"Hyphessobrycon_minimus",51002,"Teleostei","Characiformes","Characidae",2.1,3.804715806,0.536580347,0.537353112,0.494016453,0.234168116
"Hyphessobrycon_minor",26463,"Teleostei","Characiformes","Characidae",3.12,4.386268514,0.500350206,0.602353371,0.516066761,0.277342935
"Hyphessobrycon_moniliger",59738,"Teleostei","Characiformes","Characidae",3.05,2.905144068,0.453389831,0.479166667,0.43220339,0.462576389
"Hyphessobrycon_montagi",67666,"Teleostei","Characiformes","Hemiodontidae",3.11,3.093705032,0.470410406,0.570242511,0.468602711,0.423340269
"Hyphessobrycon_peruvianus",12382,"Teleostei","Characiformes","Characidae",3.86,2.930644458,0.526923165,0.503016619,0.495101751,0.258081746
"Hyphessobrycon_poecilioides",51024,"Teleostei","Characiformes","Characidae",7,3.397356037,0.490885018,0.476263851,0.454707811,0.192834969
"Hyphessobrycon_procerus",52561,"Teleostei","Characiformes","Characidae",3.3,4.078897123,0.519696848,0.600310849,0.480332414,0.267413072
"Hyphessobrycon_pulchripinnis",10656,"Teleostei","Characiformes","Characidae",4,3.138589015,0.450524206,0.547097109,0.386246463,0.243308209
"Hyphessobrycon_pyrrhonotus",46319,"Teleostei","Characiformes","Characidae",5,2.294180611,0.501509412,0.480309851,0.505255764,0.207119384
"Hyphessobrycon_reticulatus",51008,"Teleostei","Characiformes","Characidae",5.28,2.482377901,0.462570187,0.5,0.480317265,0.21978933
"Hyphessobrycon_rosaceus",12383,"Teleostei","Characiformes","Characidae",3.42,2.18639576,0.530240409,0.424316383,0.510135348,0.118395075
"Hyphessobrycon_roseus",28009,"Teleostei","Characiformes","Characidae",2,2.524324891,0.484222117,0.474340914,0.467904148,0.300843004
"Hyphessobrycon_saizi",58001,"Teleostei","Characiformes","Characidae",2.3,3.238599954,0.672904708,0.536785331,0.682559434,0.347251332
"Hyphessobrycon_simulatus",28011,"Teleostei","Characiformes","Characidae",3,2.967900489,0.535014083,0.569903371,0.573244785,0.255435386
"Hyphessobrycon_socolofi",12385,"Teleostei","Characiformes","Characidae",6,2.163422645,0.598818647,0.47927895,0.638651606,0.214345018
"Hyphessobrycon_sovichthys",49017,"Teleostei","Characiformes","Characidae",3,2.715441215,0.469978772,0.5,0.503379797,0.253407468
"Hyphessobrycon_stegemanni",12386,"Teleostei","Characiformes","Characidae",3.12,2.602650097,0.497134646,0.493712835,0.526174398,0.225738595
"Hyphessobrycon_sweglesi",10659,"Teleostei","Characiformes","Characidae",3.2,2.538407939,0.582884873,0.484597421,0.592920024,0.263495889
"Hyphessobrycon_takasei",12387,"Teleostei","Characiformes","Characidae",3.02,3.074953441,0.495400329,0.617224123,0.477018386,0.306535181
"Hyphessobrycon_tropis",51013,"Teleostei","Characiformes","Characidae",2.13,3.40478997,0.432043527,0.644715158,0.431968752,0.261980309
"Hyphessobrycon_vilmae",26464,"Teleostei","Characiformes","Characidae",3,3.027603574,0.423807203,0.523762221,0.436111562,0.187054949
"Hypoclinemus_mentalis",57094,"Teleostei","Pleuronectiformes","Achiridae",21.6,"NA","NA","NA","NA","NA"
"Hypodoras_forficulatus",47607,"Teleostei","Siluriformes","Doradidae",10.4,3.967623301,0.559987182,0.365820225,0.341605966,"NA"
"Hypomasticus_despaxi",27837,"Teleostei","Characiformes","Anostomidae",16,3.640246583,0.596199256,0.428905221,0.408097142,0.425235912
"Hypomasticus_julii",60314,"Teleostei","Characiformes","Anostomidae",26.4,4.37373859,0.641649112,0.443533252,0.383408567,0.460995512
"Hypomasticus_megalepis",51874,"Teleostei","Characiformes","Anostomidae",10.67,3.610943103,0.597086576,0.465772553,0.457918133,0.207588478
"Hypomasticus_pachycheilus",52578,"Teleostei","Characiformes","Anostomidae",16,6.2697372,0.637016523,0.436319835,0.280088403,0.289129317
"Hypomasticus_thayeri",61630,"Teleostei","Characiformes","Anostomidae","NA",4.107650327,0.480478615,0.364211057,0.317247652,0.233003126
"Hypophthalmus_edentatus",4533,"Teleostei","Siluriformes","Pimelodidae",58,4.238833367,0.189005844,0.319148936,0.257765875,0.734574468
"Hypophthalmus_fimbriatus",25735,"Teleostei","Siluriformes","Pimelodidae","NA",4.900632218,0.25561598,0.369849923,0.273996426,0.50889386
"Hypophthalmus_marginatus",25736,"Teleostei","Siluriformes","Pimelodidae",55,4.814500648,0.216308737,0.2795,0.329881699,0.395275
"Hypophthalmus_oremaculatus",51777,"Teleostei","Siluriformes","Pimelodidae","NA",4.485805714,0.434285714,0.261538462,0.537142857,"NA"
"Hypopomus_artedi",28034,"Teleostei","Gymnotiformes","Hypopomidae",50,9.458124678,0.596511427,0.187998732,0.438940207,0.341590676
"Hypoptopoma_baileyi",65570,"Teleostei","Siluriformes","Loricariidae",4.4,7.2125375,0.3875,0.555555556,0,0
"Hypoptopoma_guianense",48312,"Teleostei","Siluriformes","Loricariidae",6.2,6.988636364,0.363636364,0.57142094,0,0
"Hypoptopoma_gulare",50484,"Teleostei","Siluriformes","Loricariidae",10.5,5.362962453,0.180474359,0.45905415,0,0
"Hypoptopoma_incognitum",65575,"Teleostei","Siluriformes","Loricariidae",10.8,4.664316547,0.316546763,0.450704225,0,0
"Hypoptopoma_inexspectatum",50486,"Teleostei","Siluriformes","Loricariidae",7.1,5.240814815,0.314953704,0.500187477,0,0
"Hypoptopoma_psilogaster",50488,"Teleostei","Siluriformes","Loricariidae",7,6.792362754,0.329469795,0.510738641,0,0
"Hypoptopoma_steindachneri",50505,"Teleostei","Siluriformes","Loricariidae",10,4.687943416,0.174258394,0.499871245,0,0
"Hypoptopoma_thoracatum",50506,"Teleostei","Siluriformes","Loricariidae",8,5.75574785,0.236346887,0.462530459,0,0
"Hypopygus_lepturus",28035,"Teleostei","Gymnotiformes","Hypopomidae",10,8.923754134,0.610625134,0.224763204,0.521241164,0.314160387
"Hypostomus_alatus",48872,"Teleostei","Siluriformes","Loricariidae",28.79,5.480009257,0.544329349,0.306112289,0,0
"Hypostomus_albopunctatus",48874,"Teleostei","Siluriformes","Loricariidae",40,4.803736159,0.644559926,0.226570935,0,0
"Hypostomus_ancistroides",48875,"Teleostei","Siluriformes","Loricariidae",21,4.526757311,0.648815214,0.205717602,0,0
"Hypostomus_annectens",49926,"Teleostei","Siluriformes","Loricariidae",28,3.996823545,0.519708459,0.259413916,0,0
"Hypostomus_argus",48879,"Teleostei","Siluriformes","Loricariidae",12,4.857759164,0.557083701,0.267176696,0,0
"Hypostomus_asperatus",48880,"Teleostei","Siluriformes","Loricariidae",23,5.475865997,0.498036794,0.194524545,0,0
"Hypostomus_auroguttatus",48884,"Teleostei","Siluriformes","Loricariidae",34,4.066117319,0.519929601,0.222379708,0,0
"Hypostomus_bolivianus",48886,"Teleostei","Siluriformes","Loricariidae",15,5.637194444,0.833333333,0.153846154,0,0
"Hypostomus_boulengeri",48888,"Teleostei","Siluriformes","Loricariidae",24.5,4.225935484,0.55583871,0.306851064,0,0
"Hypostomus_carinatus",48894,"Teleostei","Siluriformes","Loricariidae",25,4.213483146,0.545157303,0.327929393,0,0
"Hypostomus_cochliodon",49895,"Teleostei","Siluriformes","Loricariidae",23,3.764075406,0.560276008,0.250736161,0,0
"Hypostomus_commersoni",23467,"Teleostei","Siluriformes","Loricariidae",60.5,4.763013409,0.578537578,0.18443363,0,0
"Hypostomus_corantijni",48151,"Teleostei","Siluriformes","Loricariidae",19,4.285075729,0.608690024,0.260297514,0,0
"Hypostomus_crassicauda",48152,"Teleostei","Siluriformes","Loricariidae",14.3,4.210994305,0.646270662,0.307635776,0,0
"Hypostomus_dlouhyi",57602,"Teleostei","Siluriformes","Loricariidae",24.5,5.51377752,0.504107983,0.257567503,0,0
"Hypostomus_ericius",62621,"Teleostei","Siluriformes","Loricariidae",18.68,3.832261261,0.576576577,0.213483146,0,0
"Hypostomus_garmani",48908,"Teleostei","Siluriformes","Loricariidae",13.02,6.544444098,0.701642307,0.325211213,0,0
"Hypostomus_gymnorhynchus",48911,"Teleostei","Siluriformes","Loricariidae",26.6,4.253773918,0.593817842,0.317909421,0,0
"Hypostomus_hemicochliodon",62622,"Teleostei","Siluriformes","Loricariidae",36.2,4.288047955,0.512165343,0.272250421,0,0
"Hypostomus_hemiurus",48153,"Teleostei","Siluriformes","Loricariidae",20.1,5.081243243,0.730027027,0.295486709,0,0
"Hypostomus_hermanni",48912,"Teleostei","Siluriformes","Loricariidae",24,4.953026846,0.771812081,0.227642276,0,0
"Hypostomus_holostictus",49938,"Teleostei","Siluriformes","Loricariidae",18,4.297651231,0.483553298,0.274720126,0,0
"Hypostomus_hondae",49405,"Teleostei","Siluriformes","Loricariidae",35,4.125,0.518607143,0.225917808,0,0
"Hypostomus_hoplonites",57604,"Teleostei","Siluriformes","Loricariidae",32.5,4.870770247,0.642101788,0.257345186,0,0
"Hypostomus_iheringii",48915,"Teleostei","Siluriformes","Loricariidae",12,4.813406987,0.698782552,0.21641791,0,0
"Hypostomus_isbrueckeri",53517,"Teleostei","Siluriformes","Loricariidae",25,5.689840973,0.548985843,0.377532194,0,0
"Hypostomus_itacua",49939,"Teleostei","Siluriformes","Loricariidae",11,4.568215613,0.497304833,0.383156195,0,0
"Hypostomus_laplatae",48921,"Teleostei","Siluriformes","Loricariidae",69,"NA","NA","NA","NA","NA"
"Hypostomus_latifrons",57605,"Teleostei","Siluriformes","Loricariidae",29,3.762305327,0.505924556,0.26311635,0,0
"Hypostomus_latirostris",48922,"Teleostei","Siluriformes","Loricariidae",26,5.016784124,0.639818426,0.339775507,0,0
"Hypostomus_levis",48923,"Teleostei","Siluriformes","Loricariidae",18.79,4.263464695,0.505499066,0.251048474,0,0
"Hypostomus_lima",48925,"Teleostei","Siluriformes","Loricariidae",13.62,5.249995192,0.637218515,0.352512619,0,0
"Hypostomus_luteus",53516,"Teleostei","Siluriformes","Loricariidae",40.5,4.641277722,0.550599274,0.308659369,0,0
"Hypostomus_margaritifer",48932,"Teleostei","Siluriformes","Loricariidae",33,4.603089923,0.603784452,0.281890888,0,0
"Hypostomus_microstomus",57620,"Teleostei","Siluriformes","Loricariidae",24,4.103505446,0.644652123,0.29276347,0,0
"Hypostomus_mutucae",61589,"Teleostei","Siluriformes","Loricariidae",10.92,4.936831044,0.608105473,0.389165051,0,0
"Hypostomus_nematopterus",48936,"Teleostei","Siluriformes","Loricariidae",11,4.059149446,0.521144055,0.314546608,0,0
"Hypostomus_niceforoi",48937,"Teleostei","Siluriformes","Loricariidae",14,4.927350152,0.641052044,0.143741647,0,0
"Hypostomus_nigromaculatus",48939,"Teleostei","Siluriformes","Loricariidae",10.2,5.754413342,0.82054033,0.255538804,0,0
"Hypostomus_oculeus",49894,"Teleostei","Siluriformes","Loricariidae",22,3.686878788,0.560606061,0.275208955,0,0
"Hypostomus_paranensis",48945,"Teleostei","Siluriformes","Loricariidae",18.1,7.021586751,0.678883714,0.247178083,0,0
"Hypostomus_piratatu",57621,"Teleostei","Siluriformes","Loricariidae",28,4.74446374,0.587382088,0.316440763,0,0
"Hypostomus_plecostomoides",49896,"Teleostei","Siluriformes","Loricariidae",26,4.491054013,0.539347894,0.234101251,0,0
"Hypostomus_plecostomus",3057,"Teleostei","Siluriformes","Loricariidae",50,4.268373426,0.470823496,0.329245057,0,0
"Hypostomus_pseudohemiurus",48159,"Teleostei","Siluriformes","Loricariidae",6.2,4.689463435,0.660142048,0.237184964,0,0
"Hypostomus_punctatus",48949,"Teleostei","Siluriformes","Loricariidae",30,5.753474749,0.553394815,0.237824693,0,0
"Hypostomus_pyrineusi",49898,"Teleostei","Siluriformes","Loricariidae",26,4.209437209,0.580659891,0.282015835,0,0
"Hypostomus_regani",48928,"Teleostei","Siluriformes","Loricariidae",41,4.575434407,0.580320447,0.28667174,0,0
"Hypostomus_robinii",23349,"Teleostei","Siluriformes","Loricariidae",16,5.048274467,0.589570935,0.290617514,0,0
"Hypostomus_roseopunctatus",53519,"Teleostei","Siluriformes","Loricariidae",23.3,4.898276694,0.691942583,0.326860289,0,0
"Hypostomus_saramaccensis",48177,"Teleostei","Siluriformes","Loricariidae",12,4.68768636,0.711022388,0.344846154,0,0
"Hypostomus_sculpodon",62624,"Teleostei","Siluriformes","Loricariidae",26.4,4.056125,0.546132653,0.377585821,0,0
"Hypostomus_soniae",62628,"Teleostei","Siluriformes","Loricariidae",16.37,3.71523482,0.515092693,0.241635688,0,0
"Hypostomus_subcarinatus",48958,"Teleostei","Siluriformes","Loricariidae",31,6.128442486,0.643608402,0.32162451,0,0
"Hypostomus_taphorni",57608,"Teleostei","Siluriformes","Loricariidae",23,4.187765625,0.5863125,0.271266667,0,0
"Hypostomus_ternetzi",48966,"Teleostei","Siluriformes","Loricariidae",34.3,4.092834397,0.565274837,0.192324637,0,0
"Hypostomus_uruguayensis",53518,"Teleostei","Siluriformes","Loricariidae",34.5,5.361416946,0.616105526,0.351142397,0,0
"Hypostomus_variipictus",49877,"Teleostei","Siluriformes","Loricariidae",37,5.08104047,0.568285027,0.188672877,0,0
"Hypostomus_ventromaculatus",48185,"Teleostei","Siluriformes","Loricariidae",25,4.151662993,0.533182196,0.21019931,0,0
"Hypostomus_watwata",49355,"Teleostei","Siluriformes","Loricariidae",45,5.478134961,0.510660802,0.295461389,0,0
"Hypostomus_wilsoni",49945,"Teleostei","Siluriformes","Loricariidae",32.5,3.938449815,0.447589934,0.223976944,0,0
"Hypselecara_coryphaenoides",47067,"Teleostei","Perciformes","Cichlidae",16,2.046883538,0.48330492,0.205955737,0.348819504,0.233751337
"Hypselecara_temporalis",12323,"Teleostei","Perciformes","Cichlidae",15,1.821093057,0.509973517,0.217255931,0.375877974,0.233501949
"Hypsolebias_adornatus",59885,"Teleostei","Cyprinodontiformes","Rivulidae",5,3.114607802,0.416505458,0.536303358,0.375040302,0.395549683
"Hypsolebias_auratus",57482,"Teleostei","Cyprinodontiformes","Rivulidae",5,3.09685427,0.38666611,0.437475521,0.423449734,0.528459674
"Hypsolebias_flammeus",49510,"Teleostei","Cyprinodontiformes","Rivulidae",6,2.695678,0.384642515,0.513515712,0.487411441,0.523737223
"Hypsolebias_flavicaudatus",49511,"Teleostei","Cyprinodontiformes","Rivulidae",8,2.971774562,0.519645583,0.492424439,0.561076821,0.400248634
"Hypsolebias_fulminantis",57483,"Teleostei","Cyprinodontiformes","Rivulidae",6,2.851170874,0.526769719,0.407203507,0.509713477,0.343055364
"Hypsolebias_ghisolfii",53744,"Teleostei","Cyprinodontiformes","Rivulidae",7.28,2.661578213,0.407401028,0.381027457,0.407709899,0.316894916
"Hypsolebias_hellneri",49514,"Teleostei","Cyprinodontiformes","Rivulidae",6,2.753135399,0.526277437,0.419300735,0.522245342,0.297364856
"Hypsolebias_magnificus",49521,"Teleostei","Cyprinodontiformes","Rivulidae",5,3.116492072,0.358987164,0.478863727,0.417653134,0.391259436
"Hypsolebias_notatus",49527,"Teleostei","Cyprinodontiformes","Rivulidae",5,2.880327266,0.467059677,0.459540952,0.494527343,0.381729469
"Hypsolebias_picturatus",59887,"Teleostei","Cyprinodontiformes","Rivulidae",4.25,3.207652181,0.510707268,0.487216505,0.596425259,0.32835871
"Ichthyoelephas_humeralis",13054,"Teleostei","Characiformes","Prochilodontidae",24,3.037712264,0.464565846,0.319718916,0.309741814,0.385115336
"Ichthyoelephas_longirostris",51423,"Teleostei","Characiformes","Prochilodontidae",80,3.451011475,0.52190931,0.206411765,0.27961198,0.395691176
"Iguanodectes_adujai",51955,"Teleostei","Characiformes","Characidae",6.2,5.884896823,0.503131995,0.58887897,0.484640996,0.389338095
"Iguanodectes_geisleri",51946,"Teleostei","Characiformes","Characidae",6,4.975015001,0.497899799,0.632368015,0.523389194,0.329133127
"Iguanodectes_gracilis",52562,"Teleostei","Characiformes","Characidae",5,5.5676316,0.585874363,0.676988458,0.546429543,0.407496061
"Iguanodectes_polylepis",52563,"Teleostei","Characiformes","Characidae",8.45,4.795025641,0.553662393,0.508765485,0.590613248,0.307312989
"Iguanodectes_purusii",53323,"Teleostei","Characiformes","Characidae",8,4.550717016,0.599106541,0.579876852,0.669815826,0.403898672
"Iguanodectes_spilurus",26466,"Teleostei","Characiformes","Characidae",10.15,5.389161877,0.531888445,0.572714982,0.571937291,0.374979844
"Iguanodectes_variatus",52564,"Teleostei","Characiformes","Characidae",10.3,4.405073909,0.524966166,0.543154681,0.567319338,0.306873403
"Iheringichthys_labrosus",48470,"Teleostei","Siluriformes","Pimelodidae",29.7,4.364879381,0.468722209,0.394337169,0.097558231,0.272896541
"Iheringichthys_megalops",48471,"Teleostei","Siluriformes","Pimelodidae","NA",5.192768595,0.418163035,0.499482759,0.163636364,"NA"
"Ilisha_amazonica",1626,"Teleostei","Clupeiformes","Pristigasteridae",19.7,2.907838346,0.62593985,0.367983312,0.648026316,0.46234287
"Imparfinis_borodini",48421,"Teleostei","Siluriformes","Heptapteridae",15.7,7.922621359,0.582524272,0.140625,0.359223301,0.273328125
"Imparfinis_cochabambae",48399,"Teleostei","Siluriformes","Heptapteridae",6,7.042704663,0.701924965,0.354959696,0.473016398,0.346475508
"Imparfinis_guttatus",48402,"Teleostei","Siluriformes","Heptapteridae",12.7,6.152469297,0.465531986,0.357142857,0.195500867,0.214285714
"Imparfinis_hasemani",57676,"Teleostei","Siluriformes","Heptapteridae",8.1,7.540955378,0.810735386,0.341144846,0.490217617,0.26246683
"Imparfinis_minutus",48424,"Teleostei","Siluriformes","Heptapteridae",12,6.299459202,0.530011291,0.26925,0.297141499,0.35355
"Imparfinis_mirini",27765,"Teleostei","Siluriformes","Heptapteridae",8.5,5.987768593,0.723358365,0.196684543,0.558474992,0.272200903
"Imparfinis_nemacheir",48425,"Teleostei","Siluriformes","Heptapteridae",9.9,5.682716555,0.556065774,0.33615,0.299506068,0.32802
"Imparfinis_pristos",57666,"Teleostei","Siluriformes","Heptapteridae",3.8,6.388094666,0.748597935,0.373630515,0.430009231,0.368201728
"Imparfinis_pseudonemacheir",57667,"Teleostei","Siluriformes","Heptapteridae",4,5.289339505,0.609189596,0.382821908,0.414835875,0.288419217
"Imparfinis_stictonotus",48429,"Teleostei","Siluriformes","Heptapteridae",4.8,5.639107795,0.648488669,0.407063636,0.361738643,0.283136364
"Inpaichthys_kerri",12388,"Teleostei","Characiformes","Characidae",3,3.121597064,0.52282419,0.455619972,0.50797992,0.159243779
"Iotabrycon_praecox",53451,"Teleostei","Characiformes","Characidae",2.18,3.974384885,0.492006597,0.67465306,0.571969228,0.546488223
"Iracema_caiana",52932,"Teleostei","Gymnotiformes","Rhamphichthyidae",36,16.87177569,0.633770008,0.293177656,0.564678478,0.228937729
"Isorineloricaria_spinosissima",14169,"Teleostei","Siluriformes","Loricariidae",56.5,5.745627676,0.617174247,0.286253283,0,0
"Ituglanis_amazonicus",48663,"Teleostei","Siluriformes","Trichomycteridae",7.5,5.556130717,0.457148413,0.189318244,0.234977637,"NA"
"Ituglanis_laticeps",48701,"Teleostei","Siluriformes","Trichomycteridae",9,7.08569013,0.528215245,0.235074011,0.261264547,"NA"
"Ituglanis_metae",48709,"Teleostei","Siluriformes","Trichomycteridae",8,7.024851894,0.475406272,0.188240482,0.263166476,0.358871086
"Ituglanis_nebulosus",62279,"Teleostei","Siluriformes","Trichomycteridae",3.51,6.503404143,0.731512612,0.123699905,0.555608754,0.111111111
"Japigny_kirschbaum",66688,"Teleostei","Gymnotiformes","Sternopygidae",22,6.801047872,0.704983086,0.078388204,0.652414092,0.453893153
"Jenynsia_alternimaculata",53090,"Teleostei","Cyprinodontiformes","Anablepidae",5.5,3.450768548,0.669217921,0.424996015,0.70318061,0.156517349
"Jenynsia_eigenmanni",53089,"Teleostei","Cyprinodontiformes","Anablepidae","NA",4.61844832,0.644757011,0.499965119,0.605395946,0.317570867
"Jenynsia_eirmostigma",53091,"Teleostei","Cyprinodontiformes","Anablepidae",7.1,4.570495305,0.606553832,0.569131404,0.584314573,0.344711841
"Jenynsia_lineata",11958,"Teleostei","Cyprinodontiformes","Anablepidae",10,3.879097943,0.450895948,0.558754717,0.537589086,0.283018868
"Jenynsia_maculata",53088,"Teleostei","Cyprinodontiformes","Anablepidae",7.3,4.077938063,0.526795626,0.494733703,0.601293015,0.470042462
"Jenynsia_onca",59729,"Teleostei","Cyprinodontiformes","Anablepidae",4.5,4.28330442,0.46849795,0.620188076,0.53948317,0.192791958
"Jupiaba_abramoides",27934,"Teleostei","Characiformes","Characidae",12,2.385902702,0.579367222,0.432720462,0.57988305,0.467195727
"Jupiaba_acanthogaster",50949,"Teleostei","Characiformes","Characidae",5.5,2.505136796,0.552906465,0.51098913,0.519580554,0.354891304
"Jupiaba_anteroides",51060,"Teleostei","Characiformes","Characidae",7.45,2.805094931,0.592438179,0.432984088,0.554052157,0.32625903
"Jupiaba_apenima",58109,"Teleostei","Characiformes","Characidae",4.046,2.942821884,0.65086226,0.438179134,0.629800968,0.502852245
"Jupiaba_asymmetrica",51059,"Teleostei","Characiformes","Characidae","NA",2.408117969,0.596516933,0.438314134,0.621635344,0.509567576
"Jupiaba_atypindi",58111,"Teleostei","Characiformes","Characidae","NA",2.691522989,0.577209855,0.549424705,0.516808386,0.164237329
"Jupiaba_essequibensis",51054,"Teleostei","Characiformes","Characidae",5.1,3.11687076,0.58441897,0.636853615,0.538564809,0.23688454
"Jupiaba_iasy",65098,"Teleostei","Characiformes","Characidae",10,2.872316201,0.582517394,0.539464454,0.504201051,0.377265962
"Jupiaba_keithi",27942,"Teleostei","Characiformes","Characidae",10,2.006354251,0.531028919,0.410914928,0.564805665,0.49070947
"Jupiaba_maroniensis",27944,"Teleostei","Characiformes","Characidae",6,2.247513551,0.542077045,0.49348052,0.532673582,0.332959981
"Jupiaba_meunieri",27943,"Teleostei","Characiformes","Characidae",9,2.170297082,0.565307588,0.411648476,0.53545573,0.365355664
"Jupiaba_ocellata",27941,"Teleostei","Characiformes","Characidae",12,2.515006533,0.539122258,0.446405534,0.575724008,0.372370558
"Jupiaba_pirana",58113,"Teleostei","Characiformes","Characidae",4.35,3.247051333,0.626934396,0.513241801,0.600301273,0.123657754
"Jupiaba_polylepis",51057,"Teleostei","Characiformes","Characidae",7.3,2.573037154,0.569055298,0.493465097,0.584579635,0.386039007
"Jupiaba_poranga",58114,"Teleostei","Characiformes","Characidae",8.02,2.491844689,0.544199842,0.442204754,0.534244305,0.231807996
"Jupiaba_potaroensis",50915,"Teleostei","Characiformes","Characidae","NA",2.572743127,0.555957272,0.505752686,0.547224462,0.27188929
"Jupiaba_scologaster",51055,"Teleostei","Characiformes","Characidae",4,2.663274654,0.582037415,0.595256785,0.571199161,0.248140589
"Jupiaba_yarina",58116,"Teleostei","Characiformes","Characidae",7.73,2.803577365,0.581437915,0.548595503,0.573641967,0.437756907
"Klausewitzia_ritae",48823,"Teleostei","Characiformes","Crenuchidae",2.5,4.589814575,0.448857266,0.574082426,0.448857266,0.497543791
"Knodus_breviceps",51148,"Teleostei","Characiformes","Characidae",9,3.025358132,0.603370731,0.52173913,0.560109086,0.486971014
"Knodus_delta",51272,"Teleostei","Characiformes","Characidae",3.61,3.299251521,0.640324695,0.410299802,"NA","NA"
"Knodus_gamma",51271,"Teleostei","Characiformes","Characidae",4.84,2.520564985,0.539537833,0.436038906,0.525751963,0.410457957
"Knodus_heteresthes",27929,"Teleostei","Characiformes","Characidae",5.1,3.715372236,0.640344249,0.514181091,0.618926672,0.363573716
"Knodus_hypopterus",51267,"Teleostei","Characiformes","Characidae",6.4,3.208066458,0.558234274,0.494313114,0.516216659,0.365825568
"Knodus_megalops",51149,"Teleostei","Characiformes","Characidae",6.9,2.812616404,0.622197298,0.498441661,0.677587644,0.366919815
"Knodus_mizquae",53324,"Teleostei","Characiformes","Characidae","NA",3.334554475,0.692450073,0.435114504,0.71153162,0.599374046
"Knodus_moenkhausii",51150,"Teleostei","Characiformes","Characidae",4.5,3.724290452,0.528231158,0.516332007,0.520258455,0.398730946
"Knodus_orteguasae",51258,"Teleostei","Characiformes","Characidae","NA",3.338444828,0.506668903,0.462718186,0.525317871,0.340205878
"Knodus_savannensis",51270,"Teleostei","Characiformes","Characidae",3.37,2.705198844,0.639008986,0.424462303,0.599589935,0.421580439
"Knodus_septentrionalis",61052,"Teleostei","Characiformes","Characidae",5.05,3.629108229,0.651743659,0.524783635,0.706109189,0.459251246
"Knodus_smithi",51273,"Teleostei","Characiformes","Characidae",3.5,2.907891599,0.563712737,0.54786688,0.490523035,0.51592726
"Knodus_victoriae",51269,"Teleostei","Characiformes","Characidae","NA",3.042772063,0.539337643,0.4655598,0.506232836,0.296053313
"Kolpotocheirodon_theloura",58306,"Teleostei","Characiformes","Characidae",3,2.744392874,0.505724093,0.568599592,0.514634217,0.192698127
"Krobia_guianensis",47068,"Teleostei","Perciformes","Cichlidae",13,2.503067133,0.559489785,0.264359278,0.380461989,0.281457569
"Krobia_itanyi",12267,"Teleostei","Perciformes","Cichlidae",12.5,2.324735892,0.583640216,0.384522423,0.321024868,0.368328536
"Kronichthys_subteres",48861,"Teleostei","Siluriformes","Loricariidae",12,5.74094965,0.560206757,0.263157895,0,0
"Kryptolebias_marmoratus",3213,"Teleostei","Cyprinodontiformes","Rivulidae",8,4.307705691,0.494938791,0.517297606,0.448976687,0.350327472
"Kryptolebias_ocellatus",57627,"Teleostei","Cyprinodontiformes","Rivulidae",6,4.518584809,0.349679392,0.558042371,0.427572245,0.215506365
"Kryptolebias_sepia",62097,"Teleostei","Cyprinodontiformes","Rivulidae",7,4.891981299,0.58543578,0.45360644,0.682140967,0.19870849
"Laemolyta_fernandezi",53278,"Teleostei","Characiformes","Anostomidae",25,3.939779192,0.422737855,0.453853698,0.485135979,0.194867414
"Laemolyta_garmani",53259,"Teleostei","Characiformes","Anostomidae",21.4,5.082951812,0.452515824,0.573109843,0.605006152,0.333131241
"Laemolyta_orinocensis",53280,"Teleostei","Characiformes","Anostomidae",17,4.817961976,0.304750015,0.37404485,0.422920394,0.253157117
"Laemolyta_proxima",53282,"Teleostei","Characiformes","Anostomidae",28.5,4.004922378,0.396586375,0.617058087,0.485582384,0.287491718
"Laemolyta_taeniata",13254,"Teleostei","Characiformes","Anostomidae",29,4.803411755,0.439599213,0.670669369,0.490575262,0.336545693
"Laetacara_araguaiae",64940,"Teleostei","Perciformes","Cichlidae",3.63,1.703676005,0.159247866,0.725370448,0.169326845,0.179048276
"Laetacara_curviceps",12262,"Teleostei","Perciformes","Cichlidae",7,2.385939535,0.594134979,0.401807702,0.528118795,0.225368963
"Laetacara_dorsigera",12264,"Teleostei","Perciformes","Cichlidae",6,2.268422253,0.568854632,0.398303041,0.502830014,0.207097941
"Laetacara_flavilabris",26730,"Teleostei","Perciformes","Cichlidae",8.2,2.420097501,0.567630618,0.321772205,0.384450854,0.211999375
"Laetacara_thayeri",26728,"Teleostei","Perciformes","Cichlidae",12,2.326043578,0.624060193,0.444301887,0.426682218,0.160650943
"Laimosemion_agilae",49723,"Teleostei","Cyprinodontiformes","Rivulidae",5,4.05870623,0.524389583,0.480979167,0.637152797,0.2175
"Laimosemion_altivelis",49724,"Teleostei","Cyprinodontiformes","Rivulidae",8.5,5.997516471,0.825549851,0.464788732,0.669674573,0.347862676
"Laimosemion_breviceps",49735,"Teleostei","Cyprinodontiformes","Rivulidae",4,5.204671514,0.447794579,0.583136268,0.689288444,0.374138517
"Laimosemion_cladophorus",49741,"Teleostei","Cyprinodontiformes","Rivulidae",5,4.06554997,0.575353586,0.422130222,0.606231852,0.340158073
